Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,CPA,Mis,Dis,Rec,PrgR,Season
1106,Yan Valery,TUN,DF,Southampton,23,1999,0.50,28,3,7,18,3,0,28,0,0,,0,,17,91,18,0,1,0,1,3,20,2023
1107,Virgil van Dijk,NED,DF,Liverpool,31,1991,31.50,2876,361,1327,1427,128,66,2876,2,2,100.00,0,0.00,1760,6644,3152,10,14,2,7,0,2085,2023
1108,Raphaël Varane,FRA,DF,Manchester Utd,29,1993,21.20,1293,153,611,631,54,18,1293,10,6,60.00,4,40.00,797,5357,3030,17,15,0,2,1,850,2023
1109,Jamie Vardy,ENG,FW,Leicester City,35,1987,20.60,437,32,59,175,206,71,436,29,12,41.40,14,48.30,192,926,358,16,9,13,33,16,261,2023
1110,Joël Veltman,NED,DF,Brighton,30,1992,24.30,1740,92,563,895,293,23,1740,20,5,25.00,8,40.00,952,4436,2233,43,32,2,20,10,1065,2023
1111,Fabio Vieira,POR,"MF,FW",Arsenal,22,2000,5.70,356,6,27,162,170,27,356,18,6,33.30,11,61.10,215,868,327,8,8,1,13,8,255,2023
1112,Matías Viña,URU,DF,Bournemouth,24,1997,5.10,289,27,114,105,74,11,289,24,10,41.70,11,45.80,122,686,434,10,6,5,11,6,136,2023
1113,Rúben Vinagre,POR,"DF,MF",Everton,23,1999,0.30,31,1,7,16,9,0,31,3,1,33.30,0,0.00,15,98,52,2,1,0,1,1,17,2023
1114,Carlos Vinícius,BRA,FW,Fulham,27,1995,12.30,330,11,24,136,174,57,330,16,5,31.30,8,50.00,183,879,301,9,10,6,48,23,249,2023
1115,Theo Walcott,ENG,"FW,MF",Southampton,33,1989,12.50,384,13,75,151,169,44,384,24,12,50.00,10,41.70,224,1384,749,21,12,10,24,12,256,2023
1116,Kyle Walker,ENG,DF,Manchester City,32,1990,21.80,1996,57,438,1198,370,15,1996,19,13,68.40,4,21.10,1189,5455,2900,50,40,2,14,6,1542,2023
1117,Kyle Walker-Peters,ENG,DF,Southampton,25,1997,29.40,1692,90,469,731,520,50,1692,104,50,48.10,39,37.50,877,5862,3236,102,76,19,39,43,917,2023
1118,Aaron Wan-Bissaka,ENG,DF,Manchester Utd,24,1997,15.90,1026,75,346,400,286,44,1026,35,17,48.60,18,51.40,524,2614,1370,41,24,4,14,10,600,2023
1119,Danny Ward,WAL,GK,Leicester City,29,1993,26.00,1000,806,996,5,0,0,1000,0,0,,0,,559,2832,1665,0,0,0,0,0,482,2023
1120,Joel Ward,ENG,DF,Crystal Palace,32,1989,25.10,1469,119,546,637,292,21,1469,9,7,77.80,1,11.10,620,2382,1228,22,15,1,25,10,761,2023
1121,James Ward-Prowse,ENG,MF,Southampton,27,1994,37.50,2484,97,447,1380,667,28,2480,20,7,35.00,12,60.00,1172,4364,2014,19,27,1,26,22,1462,2023
1122,Ollie Watkins,ENG,FW,Aston Villa,26,1995,34.70,927,47,86,365,488,164,925,65,18,27.70,36,55.40,475,2519,1164,50,24,32,82,39,684,2023
1123,Adam Webster,ENG,DF,Brighton,27,1995,22.10,1888,170,819,969,108,27,1888,8,3,37.50,4,50.00,1228,6306,3739,19,18,0,11,5,1369,2023
1124,Wout Weghorst,NED,"FW,MF",Manchester Utd,29,1992,8.90,291,16,45,151,97,26,291,12,4,33.30,7,58.30,161,462,156,3,7,0,15,12,206,2023
1125,Danny Welbeck,ENG,FW,Brighton,31,1990,20.60,693,23,44,281,376,117,693,45,22,48.90,18,40.00,407,1859,878,31,18,10,60,23,519,2023
1126,Ben White,ENG,DF,Arsenal,24,1997,33.90,2533,103,554,1306,685,48,2533,29,8,27.60,15,51.70,1448,6506,3565,64,46,3,27,7,1698,2023
1127,Harvey White,ENG,MF,Tottenham,20,2001,0.10,8,0,0,4,4,0,8,0,0,,0,,5,11,4,0,0,0,0,0,5,2023
1128,Joseph Whitworth,ENG,GK,Crystal Palace,18,2004,2.00,87,79,87,0,0,0,87,0,0,,0,,52,208,109,0,0,0,0,0,50,2023
1129,Neco Williams,WAL,DF,Nott'ham Forest,21,2001,20.90,1153,82,445,422,309,23,1153,55,19,34.50,31,56.40,555,3620,2064,51,33,5,31,17,532,2023
1130,Willian,BRA,FW,Fulham,33,1988,23.60,1121,10,118,419,602,78,1121,71,37,52.10,22,31.00,749,5394,2727,97,69,29,44,25,831,2023
1131,Joe Willock,ENG,MF,Newcastle Utd,22,1999,28.40,1324,37,202,586,556,114,1324,93,37,39.80,43,46.20,784,5213,2866,97,62,33,65,27,896,2023
1132,Callum Wilson,ENG,FW,Newcastle Utd,30,1992,20.90,482,8,25,179,281,124,479,36,12,33.30,19,52.80,304,1484,673,27,14,16,72,36,360,2023
1133,Harry Wilson,WAL,FW,Fulham,25,1997,12.20,551,18,89,214,253,37,551,33,12,36.40,14,42.40,343,1989,780,18,16,8,23,15,397,2023
1134,Yoane Wissa,COD,FW,Brentford,25,1996,17.80,517,14,67,193,268,62,517,44,20,45.50,15,34.10,312,1573,658,24,12,11,41,25,345,2023
1135,Maximilian Wöber,AUT,DF,Leeds United,24,1998,14.10,858,110,381,400,81,17,858,1,0,0.00,1,100.00,426,2270,1309,15,9,0,6,2,438,2023
1136,Chris Wood,NZL,FW,Newcastle Utd,30,1991,5.00,149,8,19,70,60,16,148,2,1,50.00,0,0.00,52,159,62,1,1,0,12,5,101,2023
1137,Chris Wood,NZL,FW,Nott'ham Forest,30,1991,4.10,99,4,12,57,31,8,99,2,0,0.00,2,100.00,50,189,70,2,2,0,11,6,79,2023
1138,Joe Worrall,ENG,DF,Nott'ham Forest,25,1997,24.70,1408,213,813,524,75,29,1408,4,3,75.00,1,25.00,684,2948,1604,5,5,1,6,4,796,2023
1139,Granit Xhaka,SUI,MF,Arsenal,29,1992,33.30,1891,84,341,900,658,106,1891,29,16,55.20,10,34.50,1113,4243,2162,42,38,9,35,25,1397,2023
1140,Ryan Yates,ENG,MF,Nott'ham Forest,24,1997,20.40,790,66,235,418,143,34,790,9,4,44.40,3,33.30,303,1260,577,11,4,3,18,15,384,2023
1141,Ashley Young,ENG,DF,Aston Villa,37,1985,22.60,1411,86,502,675,252,10,1411,22,8,36.40,10,45.50,701,3235,1554,29,20,4,18,5,767,2023
1142,Illia Zabarnyi,UKR,DF,Bournemouth,19,2002,3.30,234,37,159,74,2,0,234,2,1,50.00,0,0.00,166,1013,654,1,1,0,3,2,174,2023
1143,Wilfried Zaha,CIV,"FW,MF",Crystal Palace,29,1992,25.40,1040,12,100,388,567,143,1038,137,55,40.10,65,47.40,729,4850,2139,86,43,59,95,82,821,2023
1144,Denis Zakaria,SUI,MF,Chelsea,25,1996,4.60,218,12,66,113,44,2,218,9,6,66.70,3,33.30,140,646,291,9,3,2,4,9,159,2023
1145,Jordan Zemura,ZIM,DF,Bournemouth,22,1999,16.20,808,46,302,297,222,31,808,43,21,48.80,18,41.90,375,2345,1235,39,29,10,35,16,409,2023
1146,Oleksandr Zinchenko,UKR,DF,Arsenal,25,1996,23.50,2112,77,463,1058,610,33,2112,25,15,60.00,9,36.00,1263,6899,3787,67,66,8,16,15,1398,2023
1147,Hakim Ziyech,MAR,"FW,MF",Chelsea,29,1993,7.30,505,12,74,184,251,17,505,33,14,42.40,15,45.50,303,1505,657,20,17,7,12,13,354,2023
1148,Kurt Zouma,FRA,DF,West Ham,27,1994,22.10,1049,230,654,363,35,29,1049,5,2,40.00,3,60.00,523,2150,1018,3,1,0,5,2,621,2023
1149,Martin Ødegaard,NOR,MF,Arsenal,23,1998,34.70,2100,27,199,864,1060,122,2100,83,48,57.80,29,34.90,1284,6930,3022,83,60,26,42,45,1550,2023
